SUBSCRIPTION_ID,ACCOUNT_ID,PLAN_NAME,PLAN_INTERVAL,PLAN_PRICE,START_DATE,END_DATE,CANCELLED_AT
SUB-000324,ACC-00223,starter,monthly,299,2022-03-10,,
SUB-000325,ACC-00224,enterprise,monthly,999,2022-08-27,,
SUB-000326,ACC-00226,enterprise,annual,11988,2022-12-20,2023-01-08,2023-01-06 00:00:00.000 -0800
SUB-000327,ACC-00227,starter,annual,3588,2022-09-07,2023-12-11,
SUB-000328,ACC-00227,pro,monthly,499,2023-12-11,2024-01-04,2024-01-02 00:00:00.000 -0800
SUB-000329,ACC-00229,enterprise,annual,11988,2022-08-14,2022-09-06,2022-09-04 00:00:00.000 -0700
SUB-000330,ACC-00230,pro,annual,5988,2022-10-06,2024-06-10,
SUB-000331,ACC-00230,enterprise,monthly,999,2024-06-10,2024-08-11,
SUB-000332,ACC-00230,pro,annual,5988,2024-08-11,,
SUB-000333,ACC-00231,pro,annual,5988,2024-01-28,2024-02-15,2024-02-13 00:00:00.000 -0800
SUB-000334,ACC-00232,pro,annual,5988,2022-12-24,2023-01-21,2023-01-19 00:00:00.000 -0800
SUB-000335,ACC-00234,starter,annual,3588,2023-12-18,2024-01-15,2024-01-13 00:00:00.000 -0800
SUB-000336,ACC-00235,enterprise,monthly,999,2022-04-24,2022-05-18,2022-05-16 00:00:00.000 -0700
SUB-000337,ACC-00236,enterprise,annual,11988,2022-09-27,,
SUB-000338,ACC-00237,enterprise,annual,11988,2022-04-21,2024-03-09,
SUB-000339,ACC-00237,starter,monthly,299,2024-03-09,2024-04-29,
SUB-000340,ACC-00237,pro,annual,5988,2024-04-29,2024-05-24,2024-05-22 00:00:00.000 -0700
SUB-000341,ACC-00238,enterprise,monthly,999,2022-03-20,,
SUB-000342,ACC-00239,pro,annual,5988,2022-01-25,,
SUB-000343,ACC-00240,starter,annual,3588,2022-10-24,2024-03-01,
SUB-000344,ACC-00240,enterprise,annual,11988,2024-03-01,2026-02-02,
SUB-000345,ACC-00240,pro,annual,5988,2026-02-02,,
SUB-000346,ACC-00241,pro,annual,5988,2022-04-15,2022-05-09,2022-05-07 00:00:00.000 -0700
SUB-000347,ACC-00242,pro,annual,5988,2022-05-02,2023-11-01,
SUB-000348,ACC-00242,starter,monthly,299,2023-11-01,2024-03-20,
SUB-000349,ACC-00242,enterprise,annual,11988,2024-03-20,2024-04-08,2024-04-06 00:00:00.000 -0700
SUB-000350,ACC-00243,enterprise,monthly,999,2022-04-11,,
SUB-000351,ACC-00244,starter,monthly,299,2023-06-01,2023-06-23,2023-06-21 00:00:00.000 -0700
SUB-000352,ACC-00245,pro,annual,5988,2022-05-03,2022-05-20,2022-05-18 00:00:00.000 -0700
SUB-000353,ACC-00246,enterprise,annual,11988,2023-08-08,2024-10-15,
SUB-000354,ACC-00246,starter,annual,3588,2024-10-15,,
SUB-000355,ACC-00247,enterprise,annual,11988,2022-08-27,2023-09-12,
SUB-000356,ACC-00247,starter,annual,3588,2023-09-12,,
SUB-000357,ACC-00249,starter,annual,3588,2024-01-09,2025-02-07,
SUB-000358,ACC-00249,enterprise,annual,11988,2025-02-07,,
SUB-000359,ACC-00250,enterprise,monthly,999,2022-04-19,2022-07-04,
SUB-000360,ACC-00250,pro,annual,5988,2022-07-04,2023-12-05,
SUB-000361,ACC-00250,enterprise,annual,11988,2023-12-05,,
SUB-000362,ACC-00251,starter,annual,3588,2022-10-09,,
SUB-000363,ACC-00252,enterprise,annual,11988,2023-05-13,2023-06-01,2023-05-30 00:00:00.000 -0700
SUB-000364,ACC-00253,enterprise,monthly,999,2022-07-22,2022-08-06,2022-08-04 00:00:00.000 -0700
SUB-000365,ACC-00254,starter,monthly,299,2023-08-24,,
SUB-000366,ACC-00255,enterprise,annual,11988,2023-12-03,2025-06-28,
SUB-000367,ACC-00255,starter,annual,3588,2025-06-28,,
SUB-000368,ACC-00256,pro,annual,5988,2022-11-29,2024-04-22,
SUB-000369,ACC-00256,starter,annual,3588,2024-04-22,,
SUB-000370,ACC-00257,enterprise,monthly,999,2023-04-28,2023-08-07,
SUB-000371,ACC-00257,pro,annual,5988,2023-08-07,2024-12-28,
SUB-000372,ACC-00257,starter,annual,3588,2024-12-28,2025-01-20,2025-01-18 00:00:00.000 -0800
SUB-000373,ACC-00258,pro,annual,5988,2023-06-02,2023-06-27,2023-06-25 00:00:00.000 -0700
SUB-000374,ACC-00259,pro,monthly,499,2023-12-29,2024-01-18,2024-01-16 00:00:00.000 -0800
SUB-000375,ACC-00260,enterprise,annual,11988,2023-07-05,2023-07-31,2023-07-29 00:00:00.000 -0700
SUB-000376,ACC-00261,starter,annual,3588,2022-08-17,2023-12-16,
SUB-000377,ACC-00261,enterprise,annual,11988,2023-12-16,2024-01-07,2024-01-05 00:00:00.000 -0800
SUB-000378,ACC-00262,enterprise,annual,11988,2022-02-23,2022-03-11,2022-03-09 00:00:00.000 -0800
SUB-000379,ACC-00263,enterprise,annual,11988,2023-06-20,,
SUB-000380,ACC-00264,pro,monthly,499,2022-07-16,2022-08-01,2022-07-30 00:00:00.000 -0700
SUB-000381,ACC-00265,starter,annual,3588,2022-03-03,2023-08-08,
SUB-000382,ACC-00265,pro,monthly,499,2023-08-08,,
SUB-000383,ACC-00266,pro,annual,5988,2022-10-17,2022-11-05,2022-11-03 00:00:00.000 -0700
SUB-000384,ACC-00267,enterprise,annual,11988,2022-05-21,2023-08-12,
SUB-000385,ACC-00267,starter,monthly,299,2023-08-12,2023-09-03,2023-09-01 00:00:00.000 -0700
SUB-000386,ACC-00268,enterprise,annual,11988,2022-02-01,2022-02-22,2022-02-20 00:00:00.000 -0800
SUB-000387,ACC-00269,enterprise,annual,11988,2023-09-22,2025-03-01,
SUB-000388,ACC-00269,starter,monthly,299,2025-03-01,2025-04-03,
SUB-000389,ACC-00269,pro,annual,5988,2025-04-03,2025-04-24,2025-04-22 00:00:00.000 -0700
SUB-000390,ACC-00270,starter,monthly,299,2022-11-26,2023-03-19,
SUB-000391,ACC-00270,enterprise,annual,11988,2023-03-19,2024-10-27,
SUB-000392,ACC-00270,starter,monthly,299,2024-10-27,,
SUB-000393,ACC-00271,enterprise,annual,11988,2022-07-04,2022-07-22,2022-07-20 00:00:00.000 -0700
SUB-000394,ACC-00272,enterprise,monthly,999,2023-07-27,,
SUB-000395,ACC-00273,pro,annual,5988,2023-10-13,2023-10-28,2023-10-26 00:00:00.000 -0700
SUB-000396,ACC-00274,enterprise,annual,11988,2022-07-22,2024-06-22,
SUB-000397,ACC-00274,starter,annual,3588,2024-06-22,2024-07-17,2024-07-15 00:00:00.000 -0700
SUB-000398,ACC-00275,enterprise,annual,11988,2022-05-27,,
SUB-000399,ACC-00276,pro,annual,5988,2023-06-06,,
SUB-000400,ACC-00277,starter,monthly,299,2024-01-17,2024-02-24,
SUB-000401,ACC-00277,pro,monthly,499,2024-02-24,2024-05-08,
SUB-000402,ACC-00277,enterprise,annual,11988,2024-05-08,,
SUB-000403,ACC-00278,starter,annual,3588,2023-07-16,2023-08-07,2023-08-05 00:00:00.000 -0700
SUB-000404,ACC-00279,enterprise,annual,11988,2023-03-03,2023-03-21,2023-03-19 00:00:00.000 -0700
SUB-000405,ACC-00280,pro,annual,5988,2023-01-14,2023-02-09,2023-02-07 00:00:00.000 -0800
SUB-000406,ACC-00281,starter,monthly,299,2022-09-14,2023-01-19,
SUB-000407,ACC-00281,pro,annual,5988,2023-01-19,2024-04-14,
SUB-000408,ACC-00281,enterprise,annual,11988,2024-04-14,2024-04-30,2024-04-28 00:00:00.000 -0700
SUB-000409,ACC-00282,pro,monthly,499,2022-06-23,2022-09-25,
SUB-000410,ACC-00282,enterprise,annual,11988,2022-09-25,2024-08-02,
SUB-000411,ACC-00282,pro,monthly,499,2024-08-02,,
SUB-000412,ACC-00284,enterprise,monthly,999,2022-04-09,2022-07-05,
SUB-000413,ACC-00284,pro,annual,5988,2022-07-05,2022-07-23,2022-07-21 00:00:00.000 -0700
SUB-000414,ACC-00285,enterprise,annual,11988,2022-08-08,2024-04-10,
SUB-000415,ACC-00285,starter,annual,3588,2024-04-10,,
SUB-000416,ACC-00286,enterprise,monthly,999,2023-10-29,2024-02-06,
SUB-000417,ACC-00286,starter,monthly,299,2024-02-06,,
SUB-000418,ACC-00287,enterprise,annual,11988,2023-05-31,2024-08-22,
SUB-000419,ACC-00287,starter,annual,3588,2024-08-22,2026-01-16,
SUB-000420,ACC-00287,pro,annual,5988,2026-01-16,,
SUB-000421,ACC-00289,enterprise,annual,11988,2023-03-21,2024-12-29,
SUB-000422,ACC-00289,starter,monthly,299,2024-12-29,,
SUB-000423,ACC-00290,starter,annual,3588,2022-02-23,2022-03-23,2022-03-21 00:00:00.000 -0700
SUB-000424,ACC-00291,enterprise,annual,11988,2023-08-11,,
SUB-000425,ACC-00292,enterprise,annual,11988,2022-12-26,2024-06-24,
SUB-000426,ACC-00292,starter,annual,3588,2024-06-24,2024-07-14,2024-07-12 00:00:00.000 -0700
SUB-000427,ACC-00293,pro,monthly,499,2023-02-05,2023-06-14,
SUB-000428,ACC-00293,enterprise,annual,11988,2023-06-14,,
SUB-000429,ACC-00294,enterprise,annual,11988,2023-08-23,2023-09-16,2023-09-14 00:00:00.000 -0700
SUB-000430,ACC-00295,enterprise,annual,11988,2023-01-20,2024-10-22,
SUB-000431,ACC-00295,starter,monthly,299,2024-10-22,2025-01-05,
SUB-000432,ACC-00295,pro,monthly,499,2025-01-05,,
SUB-000433,ACC-00296,enterprise,monthly,999,2023-06-11,2023-08-29,
SUB-000434,ACC-00296,pro,monthly,499,2023-08-29,,
SUB-000435,ACC-00297,starter,annual,3588,2023-11-30,2025-11-03,
SUB-000436,ACC-00297,pro,monthly,499,2025-11-03,2026-03-26,
SUB-000437,ACC-00297,enterprise,monthly,999,2026-03-26,,
SUB-000438,ACC-00298,starter,annual,3588,2022-02-09,,
SUB-000439,ACC-00299,pro,monthly,499,2023-05-15,2023-08-22,
SUB-000440,ACC-00299,enterprise,annual,11988,2023-08-22,,
SUB-000441,ACC-00300,enterprise,annual,11988,2022-07-08,,
SUB-000442,ACC-00301,starter,annual,3588,2023-12-19,2025-03-19,
SUB-000443,ACC-00301,pro,annual,5988,2025-03-19,2025-04-14,2025-04-12 00:00:00.000 -0700
SUB-000444,ACC-00303,pro,annual,5988,2023-09-21,2025-02-15,
SUB-000445,ACC-00303,enterprise,monthly,999,2025-02-15,,
SUB-000446,ACC-00304,pro,monthly,499,2022-04-27,2022-08-01,
SUB-000447,ACC-00304,enterprise,monthly,999,2022-08-01,2022-09-01,
SUB-000448,ACC-00304,pro,annual,5988,2022-09-01,2022-09-23,2022-09-21 00:00:00.000 -0700
SUB-000449,ACC-00305,starter,annual,3588,2022-07-22,,
SUB-000450,ACC-00306,pro,monthly,499,2023-12-21,2024-04-13,
SUB-000451,ACC-00306,enterprise,monthly,999,2024-04-13,,
SUB-000452,ACC-00307,starter,annual,3588,2022-12-26,2024-01-29,
SUB-000453,ACC-00307,pro,monthly,499,2024-01-29,,
SUB-000454,ACC-00308,starter,annual,3588,2023-10-16,2025-04-22,
SUB-000455,ACC-00308,enterprise,annual,11988,2025-04-22,,
SUB-000456,ACC-00309,pro,monthly,499,2022-08-25,,
SUB-000457,ACC-00311,enterprise,annual,11988,2022-10-17,2022-11-02,2022-10-31 00:00:00.000 -0700
SUB-000458,ACC-00312,starter,monthly,299,2022-07-15,,
SUB-000459,ACC-00313,enterprise,monthly,999,2022-07-21,2022-08-16,2022-08-14 00:00:00.000 -0700
SUB-000460,ACC-00314,enterprise,monthly,999,2022-04-21,,
SUB-000461,ACC-00315,pro,annual,5988,2023-06-28,,
SUB-000462,ACC-00316,pro,annual,5988,2023-03-08,,
SUB-000463,ACC-00317,pro,monthly,499,2022-06-19,2022-07-05,2022-07-03 00:00:00.000 -0700
SUB-000464,ACC-00320,enterprise,annual,11988,2022-03-07,2023-11-05,
SUB-000465,ACC-00320,pro,monthly,499,2023-11-05,2023-11-27,2023-11-25 00:00:00.000 -0800
SUB-000466,ACC-00321,starter,monthly,299,2022-03-31,2022-09-27,
SUB-000467,ACC-00321,enterprise,annual,11988,2022-09-27,2024-05-16,
SUB-000468,ACC-00321,pro,annual,5988,2024-05-16,,
SUB-000469,ACC-00322,pro,annual,5988,2023-04-11,2025-03-31,
SUB-000470,ACC-00322,enterprise,monthly,999,2025-03-31,2025-06-07,
SUB-000471,ACC-00322,pro,annual,5988,2025-06-07,,
SUB-000472,ACC-00323,pro,annual,5988,2022-08-06,2023-10-13,
SUB-000473,ACC-00323,enterprise,annual,11988,2023-10-13,,
SUB-000474,ACC-00325,starter,annual,3588,2022-04-07,,
SUB-000475,ACC-00326,enterprise,annual,11988,2023-09-21,2023-10-08,2023-10-06 00:00:00.000 -0700
SUB-000476,ACC-00327,starter,annual,3588,2022-11-05,2022-11-29,2022-11-27 00:00:00.000 -0800
SUB-000477,ACC-00328,pro,annual,5988,2022-08-17,2024-08-11,
SUB-000478,ACC-00328,enterprise,annual,11988,2024-08-11,2024-08-26,2024-08-24 00:00:00.000 -0700
SUB-000479,ACC-00329,starter,monthly,299,2022-04-12,2022-06-25,
SUB-000480,ACC-00329,enterprise,annual,11988,2022-06-25,2022-07-14,2022-07-12 00:00:00.000 -0700
SUB-000481,ACC-00331,enterprise,monthly,999,2023-01-21,,
SUB-000482,ACC-00332,starter,annual,3588,2022-04-11,2023-06-12,
SUB-000483,ACC-00332,enterprise,annual,11988,2023-06-12,,
SUB-000484,ACC-00333,starter,annual,3588,2022-12-31,2024-05-18,
SUB-000485,ACC-00333,enterprise,monthly,999,2024-05-18,,
SUB-000486,ACC-00334,enterprise,annual,11988,2023-06-07,2024-06-28,
SUB-000487,ACC-00334,starter,annual,3588,2024-06-28,,
SUB-000488,ACC-00335,enterprise,monthly,999,2023-11-18,,
SUB-000489,ACC-00336,enterprise,annual,11988,2022-08-25,2023-11-21,
SUB-000490,ACC-00336,pro,monthly,499,2023-11-21,2024-01-16,
SUB-000491,ACC-00336,starter,monthly,299,2024-01-16,2024-02-13,2024-02-11 00:00:00.000 -0800
SUB-000492,ACC-00337,enterprise,monthly,999,2023-03-05,2023-03-21,2023-03-19 00:00:00.000 -0700
SUB-000493,ACC-00339,enterprise,monthly,999,2023-04-20,,
SUB-000494,ACC-00340,enterprise,annual,11988,2023-01-12,2023-02-07,2023-02-05 00:00:00.000 -0800
SUB-000495,ACC-00341,starter,annual,3588,2023-06-06,2025-03-17,
SUB-000496,ACC-00341,enterprise,annual,11988,2025-03-17,,
SUB-000497,ACC-00342,pro,monthly,499,2023-10-08,2023-10-26,2023-10-24 00:00:00.000 -0700
SUB-000498,ACC-00343,starter,monthly,299,2023-05-22,2023-09-24,
SUB-000499,ACC-00343,enterprise,annual,11988,2023-09-24,,
SUB-000500,ACC-00344,enterprise,monthly,999,2022-02-11,2022-03-28,
SUB-000501,ACC-00344,starter,annual,3588,2022-03-28,2022-04-12,2022-04-10 00:00:00.000 -0700
SUB-000502,ACC-00345,enterprise,monthly,999,2022-10-18,,
SUB-000503,ACC-00346,enterprise,annual,11988,2023-10-01,2025-08-16,
SUB-000504,ACC-00346,starter,annual,3588,2025-08-16,2027-06-03,
SUB-000505,ACC-00347,starter,annual,3588,2022-05-08,,
SUB-000506,ACC-00348,starter,annual,3588,2022-03-03,2022-03-29,2022-03-27 00:00:00.000 -0700
SUB-000507,ACC-00349,starter,monthly,299,2022-12-03,2022-12-29,2022-12-27 00:00:00.000 -0800
SUB-000508,ACC-00350,pro,monthly,499,2023-05-11,2023-05-29,2023-05-27 00:00:00.000 -0700
SUB-000509,ACC-00351,enterprise,monthly,999,2022-09-30,2023-02-03,
SUB-000510,ACC-00351,starter,monthly,299,2023-02-03,2023-07-03,
SUB-000511,ACC-00351,pro,monthly,499,2023-07-03,,
SUB-000512,ACC-00352,pro,annual,5988,2022-06-26,,
SUB-000513,ACC-00353,enterprise,annual,11988,2022-09-21,,
SUB-000514,ACC-00354,enterprise,monthly,999,2023-04-14,2023-08-20,
SUB-000515,ACC-00354,pro,annual,5988,2023-08-20,,
SUB-000516,ACC-00355,pro,annual,5988,2022-04-12,,
SUB-000517,ACC-00356,enterprise,annual,11988,2022-02-10,2022-03-10,2022-03-08 00:00:00.000 -0800
SUB-000518,ACC-00357,pro,monthly,499,2022-09-04,2022-10-02,2022-09-30 00:00:00.000 -0700
SUB-000519,ACC-00359,enterprise,annual,11988,2023-12-08,2025-04-12,
SUB-000520,ACC-00359,starter,monthly,299,2025-04-12,2025-09-15,
SUB-000521,ACC-00359,pro,annual,5988,2025-09-15,2025-10-01,2025-09-29 00:00:00.000 -0700
SUB-000522,ACC-00360,pro,monthly,499,2022-03-05,2022-03-20,2022-03-18 00:00:00.000 -0700
SUB-000523,ACC-00361,pro,annual,5988,2023-01-17,,
SUB-000524,ACC-00362,enterprise,monthly,999,2023-08-19,2023-11-19,
SUB-000525,ACC-00362,pro,monthly,499,2023-11-19,2023-12-12,2023-12-10 00:00:00.000 -0800
SUB-000526,ACC-00363,starter,annual,3588,2022-07-07,2022-07-27,2022-07-25 00:00:00.000 -0700
SUB-000527,ACC-00364,enterprise,monthly,999,2022-01-23,,
SUB-000528,ACC-00365,starter,annual,3588,2022-01-25,2023-03-10,
SUB-000529,ACC-00365,pro,annual,5988,2023-03-10,2025-02-05,
SUB-000530,ACC-00365,enterprise,annual,11988,2025-02-05,,
SUB-000531,ACC-00366,pro,annual,5988,2023-11-08,2025-06-22,
SUB-000532,ACC-00366,enterprise,monthly,999,2025-06-22,2025-12-02,
SUB-000533,ACC-00366,starter,annual,3588,2025-12-02,,
SUB-000534,ACC-00367,enterprise,annual,11988,2022-12-17,2024-11-06,
SUB-000535,ACC-00367,starter,annual,3588,2024-11-06,2026-01-21,
SUB-000536,ACC-00367,pro,annual,5988,2026-01-21,,
SUB-000537,ACC-00369,pro,annual,5988,2023-06-02,,
SUB-000538,ACC-00370,enterprise,monthly,999,2022-06-22,2022-07-07,2022-07-05 00:00:00.000 -0700
SUB-000539,ACC-00371,starter,annual,3588,2022-11-24,2022-12-22,2022-12-20 00:00:00.000 -0800
SUB-000540,ACC-00372,enterprise,monthly,999,2023-03-02,2023-03-25,2023-03-23 00:00:00.000 -0700
SUB-000541,ACC-00373,enterprise,monthly,999,2023-09-19,2024-03-06,
SUB-000542,ACC-00373,starter,annual,3588,2024-03-06,2025-09-24,
SUB-000543,ACC-00373,pro,annual,5988,2025-09-24,,
SUB-000544,ACC-00374,enterprise,annual,11988,2022-03-13,2023-11-28,
SUB-000545,ACC-00374,pro,monthly,499,2023-11-28,,
SUB-000546,ACC-00375,starter,annual,3588,2023-09-22,2023-10-15,2023-10-13 00:00:00.000 -0700
SUB-000547,ACC-00376,enterprise,annual,11988,2022-12-24,2024-04-24,
SUB-000548,ACC-00376,starter,annual,3588,2024-04-24,,
SUB-000549,ACC-00378,enterprise,annual,11988,2022-05-10,2022-06-02,2022-05-31 00:00:00.000 -0700
SUB-000550,ACC-00380,starter,annual,3588,2022-07-11,2023-10-12,
SUB-000551,ACC-00380,enterprise,annual,11988,2023-10-12,2024-12-23,
SUB-000552,ACC-00380,pro,annual,5988,2024-12-23,,
SUB-000553,ACC-00381,starter,annual,3588,2023-11-23,,
SUB-000554,ACC-00383,pro,monthly,499,2023-10-31,,
SUB-000555,ACC-00384,pro,annual,5988,2022-06-12,2022-07-07,2022-07-05 00:00:00.000 -0700
SUB-000556,ACC-00385,enterprise,annual,11988,2022-03-28,2023-07-09,
SUB-000557,ACC-00385,pro,monthly,499,2023-07-09,,
SUB-000558,ACC-00386,starter,annual,3588,2022-06-29,2024-04-16,
SUB-000559,ACC-00386,enterprise,annual,11988,2024-04-16,2025-06-07,
SUB-000560,ACC-00386,starter,annual,3588,2025-06-07,,
SUB-000561,ACC-00387,starter,annual,3588,2023-02-03,2023-02-22,2023-02-20 00:00:00.000 -0800
SUB-000562,ACC-00388,pro,annual,5988,2023-09-17,,
SUB-000563,ACC-00389,starter,annual,3588,2022-04-21,2022-05-07,2022-05-05 00:00:00.000 -0700
SUB-000564,ACC-00390,pro,monthly,499,2023-09-30,2024-03-19,
SUB-000565,ACC-00390,enterprise,monthly,999,2024-03-19,,
SUB-000566,ACC-00391,enterprise,monthly,999,2023-09-16,,
SUB-000567,ACC-00393,enterprise,annual,11988,2022-09-10,2024-05-22,
SUB-000568,ACC-00393,starter,monthly,299,2024-05-22,,
SUB-000569,ACC-00394,enterprise,annual,11988,2022-10-27,,
SUB-000570,ACC-00395,pro,annual,5988,2023-11-10,2023-12-05,2023-12-03 00:00:00.000 -0800
SUB-000571,ACC-00396,pro,monthly,499,2023-05-10,2023-08-25,
SUB-000572,ACC-00396,starter,annual,3588,2023-08-25,2025-03-01,
SUB-000573,ACC-00396,enterprise,annual,11988,2025-03-01,,
SUB-000574,ACC-00397,starter,monthly,299,2022-10-14,2023-04-11,
SUB-000575,ACC-00397,enterprise,annual,11988,2023-04-11,2023-05-05,2023-05-03 00:00:00.000 -0700
SUB-000576,ACC-00398,enterprise,monthly,999,2023-01-28,2023-05-22,
SUB-000577,ACC-00398,starter,annual,3588,2023-05-22,,
SUB-000578,ACC-00399,starter,annual,3588,2022-09-09,2024-01-05,
SUB-000579,ACC-00399,enterprise,annual,11988,2024-01-05,,
SUB-000580,ACC-00400,enterprise,annual,11988,2023-02-07,2024-10-10,
SUB-000581,ACC-00400,pro,annual,5988,2024-10-10,,
SUB-000582,ACC-00401,enterprise,annual,11988,2022-10-06,2023-11-10,
SUB-000583,ACC-00401,pro,annual,5988,2023-11-10,2025-03-16,
SUB-000584,ACC-00401,starter,monthly,299,2025-03-16,2025-04-03,2025-04-01 00:00:00.000 -0700
SUB-000585,ACC-00402,enterprise,monthly,999,2023-01-02,2023-01-28,2023-01-26 00:00:00.000 -0800
SUB-000586,ACC-00403,pro,annual,5988,2023-04-12,2024-10-11,
SUB-000587,ACC-00403,enterprise,annual,11988,2024-10-11,,
SUB-000588,ACC-00404,enterprise,monthly,999,2022-08-09,,
SUB-000589,ACC-00405,pro,monthly,499,2022-12-26,,
SUB-000590,ACC-00406,enterprise,annual,11988,2023-10-13,2025-02-09,
SUB-000591,ACC-00406,starter,monthly,299,2025-02-09,2025-02-27,2025-02-25 00:00:00.000 -0800
SUB-000592,ACC-00407,pro,annual,5988,2023-07-24,2023-08-10,2023-08-08 00:00:00.000 -0700
SUB-000593,ACC-00408,starter,annual,3588,2023-12-08,2024-12-23,
SUB-000594,ACC-00408,enterprise,monthly,999,2024-12-23,2025-01-19,2025-01-17 00:00:00.000 -0800
SUB-000595,ACC-00409,starter,annual,3588,2022-06-06,,
SUB-000596,ACC-00410,pro,annual,5988,2022-08-21,2024-05-16,
SUB-000597,ACC-00410,enterprise,monthly,999,2024-05-16,2024-10-26,
SUB-000598,ACC-00410,pro,annual,5988,2024-10-26,,
SUB-000599,ACC-00411,enterprise,annual,11988,2023-03-31,2023-04-19,2023-04-17 00:00:00.000 -0700
SUB-000600,ACC-00412,pro,monthly,499,2023-04-29,2023-07-02,
SUB-000601,ACC-00412,enterprise,annual,11988,2023-07-02,2025-02-27,
SUB-000602,ACC-00412,pro,monthly,499,2025-02-27,,
SUB-000603,ACC-00413,pro,annual,5988,2023-04-11,2024-04-26,
SUB-000604,ACC-00413,enterprise,annual,11988,2024-04-26,2024-05-19,2024-05-17 00:00:00.000 -0700
SUB-000605,ACC-00414,starter,annual,3588,2023-06-23,2025-04-24,
SUB-000606,ACC-00414,pro,monthly,499,2025-04-24,2025-05-30,
SUB-000607,ACC-00414,starter,monthly,299,2025-05-30,2025-06-26,2025-06-24 00:00:00.000 -0700
SUB-000608,ACC-00415,starter,annual,3588,2023-12-01,2025-01-03,
SUB-000609,ACC-00415,enterprise,monthly,999,2025-01-03,2025-01-19,2025-01-17 00:00:00.000 -0800
SUB-000610,ACC-00417,pro,monthly,499,2023-08-18,,
SUB-000611,ACC-00418,enterprise,monthly,999,2022-10-19,2023-04-05,
SUB-000612,ACC-00418,starter,annual,3588,2023-04-05,2023-05-01,2023-04-29 00:00:00.000 -0700
SUB-000613,ACC-00419,enterprise,annual,11988,2022-09-27,,
SUB-000614,ACC-00420,enterprise,monthly,999,2022-07-27,2023-01-19,
SUB-000615,ACC-00420,starter,monthly,299,2023-01-19,,
SUB-000616,ACC-00421,pro,annual,5988,2022-09-18,,
SUB-000617,ACC-00422,enterprise,annual,11988,2023-07-01,,
SUB-000618,ACC-00424,enterprise,annual,11988,2022-02-02,2023-06-15,
SUB-000619,ACC-00424,starter,annual,3588,2023-06-15,2025-03-24,
SUB-000620,ACC-00424,starter,annual,3588,2025-03-24,,
SUB-000621,ACC-00425,starter,annual,3588,2022-05-06,2022-05-21,2022-05-19 00:00:00.000 -0700
SUB-000622,ACC-00426,starter,annual,3588,2022-07-22,,
SUB-000623,ACC-00427,starter,annual,3588,2022-03-20,,
SUB-000624,ACC-00428,enterprise,annual,11988,2022-09-22,2023-10-30,
SUB-000625,ACC-00428,starter,monthly,299,2023-10-30,,
SUB-000626,ACC-00429,pro,annual,5988,2023-04-27,,
SUB-000627,ACC-00430,enterprise,annual,11988,2022-01-26,,
SUB-000628,ACC-00431,enterprise,monthly,999,2022-03-23,2022-04-12,2022-04-10 00:00:00.000 -0700
SUB-000629,ACC-00432,starter,annual,3588,2022-05-03,2023-11-06,
SUB-000630,ACC-00432,enterprise,annual,11988,2023-11-06,2025-07-08,
SUB-000631,ACC-00432,starter,annual,3588,2025-07-08,,
SUB-000632,ACC-00433,enterprise,monthly,999,2023-07-03,2023-07-18,2023-07-16 00:00:00.000 -0700
SUB-000633,ACC-00434,pro,annual,5988,2022-04-16,2024-02-12,
SUB-000634,ACC-00434,starter,monthly,299,2024-02-12,2024-02-29,2024-02-27 00:00:00.000 -0800
SUB-000635,ACC-00435,enterprise,annual,11988,2022-09-02,2023-11-29,
SUB-000636,ACC-00435,pro,annual,5988,2023-11-29,2025-07-30,
SUB-000637,ACC-00435,enterprise,annual,11988,2025-07-30,,
SUB-000638,ACC-00436,enterprise,annual,11988,2023-07-20,2023-08-17,2023-08-15 00:00:00.000 -0700
SUB-000639,ACC-00437,enterprise,monthly,999,2022-09-27,2022-10-18,2022-10-16 00:00:00.000 -0700
SUB-000640,ACC-00438,starter,annual,3588,2023-05-01,2025-03-03,
SUB-000641,ACC-00438,pro,monthly,499,2025-03-03,,
SUB-000642,ACC-00439,enterprise,annual,11988,2022-10-15,2024-01-29,
SUB-000643,ACC-00439,starter,annual,3588,2024-01-29,,
SUB-000644,ACC-00440,pro,annual,5988,2022-06-24,2024-03-02,
SUB-000645,ACC-00440,enterprise,monthly,999,2024-03-02,2024-03-21,2024-03-19 00:00:00.000 -0700
